Ticker,Security_Name,GICS_Sector,GICS_Industry,Alpha_Score,Alpha_Quintile,Model_ID,Model_Name,As_Of_Date,Alpha_Confidence,Expected_Return_1M_Pct,Expected_Return_3M_Pct,Signal_Strength
AXP,American Express,Financials,Diversified Financials,0.3964759620369794,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8087125316011289,0.6755448259038449,1.5986472909802618,Weak
MU,Micron Technology,Information Technology,Semiconductors,0.5581178459676688,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7923542798527502,1.165690019857173,3.583182864691838,Neutral
GS,Goldman Sachs,Financials,Diversified Financials,0.9218309967771519,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.915112443825995,0.6699906913899419,6.423405668713261,Very Strong
MRK,Merck & Co.,Health Care,Pharmaceuticals,0.38784644433457516,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7414839053754732,0.22555011038170114,1.8583759060780751,Weak
CRM,Salesforce,Information Technology,Software,0.14767446238002618,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7123783839804675,0.09514035351894058,0.931511465243184,Very Weak
TMUS,T-Mobile US,Communication Services,Telecommunication Services,0.11541277032219621,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8624477675527631,0.18591997513898162,0.36335767096738864,Very Weak
PM,Philip Morris International,Consumer Staples,Tobacco,0.3864750111154077,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7444363641291888,0.45946848773939775,1.509107046705644,Weak
APP,AppLovin Corporation,Information Technology,Software,0.8600945503030842,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.826133661251772,1.76757936932206,5.1514879145456325,Very Strong
RTX,RTX Corporation,Industrials,Aerospace & Defense,0.1250334210570656,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8262575315436124,0.37273784713412006,0.463059268063327,Very Weak
MCD,McDonald's,Consumer Discretionary,"Hotels, Restaurants",0.40180175622000763,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9108136725260412,0.5889642016365287,2.057037971657172,Neutral
ABT,Abbott Laboratories,Health Care,Health Care Equipment,0.5358198923130635,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8095423408116841,1.036598843604216,1.2311048499934159,Neutral
TMO,Thermo Fisher Scientific,Health Care,Life Sciences,0.3054007617649122,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7757537634866953,0.4700147468888699,1.5875950771020444,Weak
AMAT,Applied Materials,Information Technology,Semiconductors,0.7008732804691864,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6486049642387809,1.8350118232466384,4.927556847542168,Strong
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,0.701518009754612,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6405081623375468,1.9330967200897768,4.96708246901486,Strong
PEP,PepsiCo,Consumer Staples,Beverages,0.17300988143561538,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6540125478490778,0.4659829168290672,1.0502410604389896,Very Weak
LRCX,Lam Research,Information Technology,Semiconductors,0.5886992486094356,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6601469684644831,1.7283801362456492,3.6618704259798767,Neutral
INTC,Intel,Information Technology,Semiconductors,0.6114609007552828,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8232569824322719,0.34779771471266574,2.9995166279308707,Strong
C,Citigroup,Financials,Banks,0.41283400242653334,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8593434375961024,1.0731786700158419,2.1024300767061765,Neutral
UBER,Uber,Industrials,Transportation,0.2631068258825362,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7854970330242466,0.6260443885290995,0.5092574876484744,Weak
LIN,Linde plc,Materials,Chemicals,0.7765172672529855,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8901562063909219,0.8322215281855095,3.189167535519243,Strong
DIS,Walt Disney Company (The),Communication Services,Media & Entertainment,0.190199240653798,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9469421293567716,0.5498280092875913,0.790360388953289,Very Weak
QCOM,Qualcomm,Information Technology,Semiconductors,0.3211442629675089,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8870044201917746,0.2795383603574001,2.475856829907791,Weak
INTU,Intuit,Information Technology,Software,0.5988794504816838,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8432088307865857,1.3168609425829,2.4060628942656446,Neutral
AMGN,Amgen,Health Care,Biotechnology,0.6823324437686873,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7863724448030013,0.7247909499335224,3.306172609308657,Strong
T,AT&T,Communication Services,Telecommunication Services,0.7992608143408294,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7570985750861479,1.2615945287455204,3.7827094477942445,Strong
NOW,ServiceNow,Information Technology,Software,0.2742487309914841,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6295373331905898,0.6301960882882783,1.4966663808950407,Weak
VZ,Verizon,Communication Services,Telecommunication Services,0.7561853418032338,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7397790619381418,1.4430372633564763,4.716804236967012,Strong
NEE,NextEra Energy,Utilities,Electric Utilities,0.49917576622161625,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.918547122873747,0.7830842686466939,1.2855239230084325,Neutral
APH,Amphenol,Information Technology,Electronic Equipment,0.494737056518346,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8828079204672935,0.6509978151294402,2.325793996217273,Neutral
GEV,GE Vernova,Industrials,Electrical Equipment,0.41991062960059233,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6756179777540905,1.091410351497533,2.847592000942057,Neutral
SCHW,Charles Schwab Corporation,Financials,Diversified Financials,0.764035757101146,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7633127246440256,0.6567161436125434,3.2408891641818114,Strong
TJX,TJX Companies,Consumer Discretionary,Retailing,0.14651444200796193,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8858531208954905,0.23079792840593846,0.43210080621677355,Very Weak
ACN,Accenture,Information Technology,IT Services,0.1480853025901641,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6235845941749328,0.40862568500626667,0.8267548433188127,Very Weak
BLK,BlackRock,Financials,Diversified Financials,0.8044735596282027,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7355874049840307,2.1033957767352143,5.443367184057427,Very Strong
TXN,Texas Instruments,Information Technology,Semiconductors,0.6107067147579799,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8981444329058816,0.9174979238019616,0.8806281207957855,Strong
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Restaurants",0.8529366044676544,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7413642524595433,2.0536759434612475,5.490807865568692,Very Strong
ANET,Arista Networks,Information Technology,Communications Equipment,0.7002960325013434,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6271651256560042,1.791288675890482,4.728073545463751,Strong
DHR,Danaher Corporation,Health Care,Life Sciences,0.3763265198571761,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.789887028986288,1.0244430369788282,1.592109740073187,Weak
KLAC,KLA Corporation,Information Technology,Semiconductors,0.7367452068560605,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9016098732214033,1.3712776420592596,5.807865313604253,Strong
BA,Boeing,Industrials,Aerospace & Defense,0.6540584066400633,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8065999400336059,0.6613526067029325,4.255930833334357,Strong
GILD,Gilead Sciences,Health Care,Biotechnology,0.32422877662397215,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6791976878749811,0.36906076215165073,2.080134445175175,Weak
SPGI,S&P Global,Financials,Diversified Financials,0.4577934959531846,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7344838670480834,0.5673144943872007,2.8542829436744217,Neutral
PFE,Pfizer,Health Care,Pharmaceuticals,0.26632884198490697,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7575431764136762,0.5285312386969281,0.5471078140505707,Weak
COF,Capital One,Financials,Banks,0.8231223359122835,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8027432238371843,0.4790770040890022,2.0747754987387714,Very Strong
BSX,Boston Scientific,Health Care,Health Care Equipment,0.9353207362947407,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8657728590134145,1.9549196436823815,3.973177876058337,Very Strong
UNP,Union Pacific Corporation,Industrials,Transportation,0.9273132845786658,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6346057661742224,1.3083329562569381,2.641016470906441,Very Strong
WELL,Welltower,Real Estate,REITs,0.20967656894570164,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9113782115561482,0.25960150486128253,0.8191406854984519,Weak
SYK,Stryker Corporation,Health Care,Health Care Equipment,0.59006358837882,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6043083960556265,1.5924290504161724,4.259815834307211,Neutral
LOW,Lowe's,Consumer Discretionary,Retailing,0.9135072717838115,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7295183171359894,1.507292469394489,6.184707542194433,Very Strong
ADBE,Adobe Inc.,Information Technology,Software,0.35503520676476974,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6095971084904301,0.2618855475681865,1.920839576448106,Weak
PANW,Palo Alto Networks,Information Technology,Software,0.6795029396611117,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7375409788708519,1.7441936179034512,4.761170252998551,Strong
ADI,Analog Devices,Information Technology,Semiconductors,0.23356683417590915,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7840344096056633,0.14460196127696542,1.5150094834966452,Weak
PGR,Progressive Corporation,Financials,Insurance,0.5975498417548457,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7790884853035291,1.38444713062033,2.3919289887120074,Neutral
ETN,Eaton Corporation,Industrials,Electrical Equipment,0.42820027741693445,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6579699214598929,1.0425672858506934,1.0308733546235869,Neutral
MDT,Medtronic,Health Care,Health Care Equipment,0.466764394581091,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8260091785334642,0.6448380520007917,2.146839554511577,Neutral
DE,Deere & Company,Industrials,Machinery,0.637174511486504,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6156724576766338,1.6324217542527508,3.9209184614581893,Strong
CRWD,CrowdStrike,Information Technology,Software,0.4965117014620233,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8666673870463453,0.888333173172721,2.0133237640782493,Neutral
HOOD,"Robinhood Markets, Inc.",Financials,Diversified Financials,0.7063382516907085,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9313255518977411,1.1712741985256259,4.003103786923338,Strong
HON,Honeywell,Industrials,Conglomerates,0.5838858230695161,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7189190895028912,0.35821874246076923,0.9694209516353419,Neutral
PLD,Prologis,Real Estate,REITs,0.09366490690983524,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7810337836000161,0.11474634701556599,0.5840974649122387,Very Weak
BX,Blackstone Inc.,Financials,Diversified Financials,0.5538362925725783,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.732618597320585,1.5659859228443354,3.70460837972627,Neutral
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,0.689801658869908,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.602348636606421,1.0206028790798045,4.1028471371561706,Strong
CB,Chubb Limited,Financials,Insurance,0.6917693500676879,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7350560760132905,1.2913613345018997,5.375632473078467,Strong
CEG,Constellation Energy,Utilities,Electric Utilities,0.6886062353095312,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8771020907414713,1.2601867313257695,4.673270563701481,Strong
COP,ConocoPhillips,Energy,"Oil, Gas & Consumable Fuels",0.6486760902437378,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8085960947642186,1.2818343723832037,4.749383249901903,Strong
SYN001,Synthetic Company 1,Consumer Staples,Food Products,0.350308558476987,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6354409701153056,0.2288661758920294,2.6395741418499203,Weak
SYN002,Synthetic Company 2,Communication Services,Interactive Media,0.48142796007964717,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8964988213928247,0.6766184188824192,3.1819672633717526,Neutral
SYN003,Synthetic Company 3,Materials,Chemicals,0.37942615740923974,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7858798707098349,0.8756475343877044,2.170246248061347,Weak
SYN004,Synthetic Company 4,Industrials,Aerospace & Defense,0.6773501786540267,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8946031766106366,0.678298894064967,0.7044645533986742,Strong
SYN005,Synthetic Company 5,Industrials,Machinery,0.5515314083293734,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8030775315747603,0.5564653773485694,2.3499541443080614,Neutral
SYN006,Synthetic Company 6,Real Estate,Real Estate Management,0.7290771314485162,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.795890955693279,0.3829306421727815,3.6440267233464385,Strong
SYN007,Synthetic Company 7,Materials,Containers & Packaging,0.3955249662204907,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6368407148189543,0.6303500437197137,1.2372859089005022,Weak
SYN008,Synthetic Company 8,Financials,Consumer Finance,0.536180220101924,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6585759065985197,1.4513518963534895,1.7301094065946552,Neutral
SYN009,Synthetic Company 9,Financials,Banks,0.40506844528041214,4,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9402088397738069,0.25509280895895015,3.1304158965988336,Neutral
SYN010,Synthetic Company 10,Consumer Staples,Beverages,0.8932479185964483,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6799703613641698,0.8734149329535832,6.468880038921784,Very Strong
SYN011,Synthetic Company 11,Health Care,Biotechnology,0.8995586803746976,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9421082412966287,1.147127435477864,6.246763099511775,Very Strong
SYN012,Synthetic Company 12,Consumer Discretionary,Consumer Services,0.10047432894209736,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7861694472834921,0.23403604416260432,0.3860306721750509,Very Weak
SYN013,Synthetic Company 13,Energy,"Oil, Gas & Consumable Fuels",0.2661996379896691,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6475261664723779,0.5594422262131986,0.29172548210852306,Weak
SYN014,Synthetic Company 14,Health Care,Life Sciences,0.22182835427740114,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6347557709637925,0.34158455670147375,0.346397336631351,Weak
SYN015,Synthetic Company 15,Industrials,Machinery,0.05570331980117722,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.673102424747009,0.1335583095872128,0.17743593877831604,Very Weak
SYN016,Synthetic Company 16,Health Care,Biotechnology,0.7737419168728648,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.9239730655088675,1.5661136272978198,0.8590085786219297,Strong
SYN017,Synthetic Company 17,Consumer Discretionary,Hotels & Restaurants,0.7350253093239405,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7449525785148794,2.0140443194992663,0.8232639756233368,Strong
SYN018,Synthetic Company 18,Consumer Staples,Food Products,0.7003047714012174,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.73840199379752,1.7823224745897421,5.193616430757245,Strong
SYN019,Synthetic Company 19,Health Care,Health Care Equipment,0.5998809645377772,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7096221913745608,0.6790856569415469,3.565158268111888,Neutral
SYN020,Synthetic Company 20,Utilities,Electric Utilities,0.5869253956392244,2,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6514716476983059,0.6917481842438654,1.8562642125802358,Neutral
SYN021,Synthetic Company 21,Consumer Staples,Food & Staples Retailing,0.8815206313473274,1,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.7707479190173422,0.717021114883613,1.7000231538884698,Very Strong
SYN022,Synthetic Company 22,Energy,"Oil, Gas & Consumable Fuels",0.4538386032805468,3,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.6455167238788985,0.609238302826331,2.0792388804661384,Neutral
SYN023,Synthetic Company 23,Financials,Diversified Financials,0.21402833410675107,5,AI_ALPHA_MODEL_V1,AI-Based Idiosyncratic Alpha Model,2025-12-05,0.8924180827338146,0.6418409665283294,0.22203794341743555,Weak
