Ticker,Security_Name,GICS_Sector,Specific_Risk_Pct,Market_Loading,Size_Loading,Value_Loading,Momentum_Loading,Quality_Loading,Volatility_Loading,Growth_Loading,Dividend_Yield_Loading,Risk_Model_ID,As_Of_Date
GE,GE Aerospace,Industrials,20.480171527190045,0.9206071941097825,0.15564000887769996,-0.347159405219415,-0.21077110782965922,-0.6395807076771652,0.07941028738251485,-0.20248996750113651,0.7963081945478159,BARRA_STYLE_V1,2025-12-05
CSCO,Cisco,Information Technology,19.187966020794,0.5910764965306918,-0.053229182005829906,-0.7649164541016351,-0.22313124335006565,-0.3029342230816464,0.4956635962953879,0.160576000088428,0.16429310396530455,BARRA_STYLE_V1,2025-12-05
CVX,Chevron Corporation,Energy,32.294173126732616,0.8078806962824183,0.46370250570066524,-0.10029890746546577,0.47796873788218236,0.1013320822317308,-0.27942705462549866,0.4697986859359328,-0.4609773637596909,BARRA_STYLE_V1,2025-12-05
KO,Coca-Cola Company (The),Consumer Staples,37.856508355873316,0.7548113617358073,-0.1499377682960112,0.2675225958519993,0.06932631273642618,0.12010121428197815,-0.31839195746635796,-0.7689769635362504,-0.35736609225545457,BARRA_STYLE_V1,2025-12-05
UNH,UnitedHealth Group,Health Care,38.44516943226546,0.7704332901985922,0.021476677428334007,0.5194683807182168,-0.48818982426003965,-0.35204381779618665,0.2824925791422557,-0.4136634008245495,-0.6070793775173307,BARRA_STYLE_V1,2025-12-05
IBM,IBM,Information Technology,23.27272213323844,1.001885357467562,0.3399450000920871,0.2652512870839661,-0.6032065169795248,-0.3128953468898109,-0.0037641874860797246,0.824082412285345,0.0386363138368301,BARRA_STYLE_V1,2025-12-05
WFC,Wells Fargo,Financials,21.127402767365027,0.5,0.16538460532040777,0.4179105343624289,-0.13130567849247815,-0.49078399727819916,-0.034011405893137135,-0.11241433166819768,0.5155799924178354,BARRA_STYLE_V1,2025-12-05
CAT,Caterpillar Inc.,Industrials,15.502689134771472,0.5469309263749307,0.27115299701068574,0.5226557150519798,-0.453206381094821,0.5705855919268977,0.7844849344745315,0.499335058380436,0.8154506378161628,BARRA_STYLE_V1,2025-12-05
MS,Morgan Stanley,Financials,35.37597453603508,0.9666943379178536,0.4679427838477625,-0.1696885031490553,-0.03619881201380866,-0.4173875896466948,0.3020704635308925,-0.22673422032317272,-0.7431408654673886,BARRA_STYLE_V1,2025-12-05
AXP,American Express,Financials,17.29704775300617,1.0363764049311794,0.3806883547903748,-0.07396965095379493,0.513071022200983,-0.23239710195914193,-0.9949614833478638,-0.04752980274342088,0.43455861849166505,BARRA_STYLE_V1,2025-12-05
MU,Micron Technology,Information Technology,27.622836052977775,0.9299701604068313,0.2074233141521079,0.6435838965749378,-0.6898912057997251,-0.24662645826197618,0.3995340612581938,0.8926284330382501,0.08215639890027417,BARRA_STYLE_V1,2025-12-05
GS,Goldman Sachs,Financials,33.05046492054888,0.9877616530645117,0.5977965750942386,-0.6050785121153437,0.04388971740448432,-0.8029786237576957,0.3494844002075609,0.2187561211490114,-0.13096518241837374,BARRA_STYLE_V1,2025-12-05
MRK,Merck & Co.,Health Care,43.11326834759031,0.8772650159034245,0.059199337882706454,0.21456643076114748,0.4575249913346949,-0.43170765240890785,0.5924556436117161,-0.17242388346549933,-0.20866901993965814,BARRA_STYLE_V1,2025-12-05
CRM,Salesforce,Information Technology,24.354064108673057,0.9944486190311012,0.1750632983209526,-0.35835441445851063,-0.043093667909054466,0.6140687996432691,-0.4698492097867545,-0.3416817304014239,-0.9604659179473571,BARRA_STYLE_V1,2025-12-05
TMUS,T-Mobile US,Communication Services,22.493164873395592,1.1302426660786649,0.18903716021890993,0.5501308016154848,0.3607904475588266,-0.604643920895364,0.16240291260506143,-0.29593769620660165,0.318999314534123,BARRA_STYLE_V1,2025-12-05
PM,Philip Morris International,Consumer Staples,34.62480462858295,1.1281401186062983,0.17997452273249953,-0.008967740287569848,-0.14363624605773112,-0.4818211509131838,0.05581501062159071,0.6207800153685455,-0.6594283879216746,BARRA_STYLE_V1,2025-12-05
APP,AppLovin Corporation,Information Technology,33.57717096160745,0.7933124765624513,-0.01338325545633659,0.0037969676890619486,0.08541403971181845,-0.6662728868896296,-0.47881592373987664,0.3827491543194601,-0.3740979075288542,BARRA_STYLE_V1,2025-12-05
RTX,RTX Corporation,Industrials,24.963293499243736,1.274528421874885,-0.11627108909620418,0.8644399436983431,0.22039246617108824,-0.04530578011563042,0.4733832839532903,-0.5743383160367956,0.20899231727664816,BARRA_STYLE_V1,2025-12-05
MCD,McDonald's,Consumer Discretionary,42.8430550652936,1.0471326083509958,0.2893789856493571,-0.5380213897243231,-0.28600121913156734,0.9427383606331451,-0.12077299965469125,0.04358927843535162,-0.908317785224553,BARRA_STYLE_V1,2025-12-05
ABT,Abbott Laboratories,Health Care,40.34586982468898,1.3696641869019308,0.08487808905672622,0.10790973660930152,0.9953380085949997,-0.0663471107635358,0.5763661956261673,-0.0334082359030028,-0.6603969714073499,BARRA_STYLE_V1,2025-12-05
TMO,Thermo Fisher Scientific,Health Care,21.719476375952436,1.4298617293801246,0.5931346039631137,-0.09006306554891048,0.28879009016596086,0.03338106267719485,-0.371429392533738,0.15804638478414695,0.6093313295717698,BARRA_STYLE_V1,2025-12-05
AMAT,Applied Materials,Information Technology,22.174276363035695,0.5671819835880263,0.19706438151980976,0.2662056580215156,0.6514927493584605,-0.3977236179334943,-0.7302927353996976,-0.301785559570685,0.06102943978636469,BARRA_STYLE_V1,2025-12-05
ISRG,Intuitive Surgical,Health Care,30.369010406612418,0.7422917383393872,0.17304309467314624,0.9646653933444732,0.535511973180384,-0.030809022396136206,-0.12128309101557229,0.5489028058247118,-0.3311006835621865,BARRA_STYLE_V1,2025-12-05
PEP,PepsiCo,Consumer Staples,38.20716305192161,1.244064411991165,0.44836323518532595,-0.3026207549625912,0.16364463464170564,0.6145251531738078,0.11595659128122364,-0.0006696386430125358,0.06299807715175487,BARRA_STYLE_V1,2025-12-05
LRCX,Lam Research,Information Technology,16.32121138165393,0.5005322739613158,0.3099338053943394,-0.5986988561770226,0.6928947111799038,0.0714546938190868,-0.2670979636094559,0.18671825879270465,0.3347381687548683,BARRA_STYLE_V1,2025-12-05
INTC,Intel,Information Technology,35.8000546120412,1.426053088808012,0.20074153201030132,-0.4046637128410031,0.09395735559595868,1.0658850410310818,-1.5322284343791137,-0.3923451120571579,0.5623839456188383,BARRA_STYLE_V1,2025-12-05
C,Citigroup,Financials,34.44707692146291,0.8968353415562013,0.10769866801482242,-0.11640904111045945,-0.36488764158718145,0.6297398561528456,0.191824572459385,-0.3671565688352811,-0.5562175876798944,BARRA_STYLE_V1,2025-12-05
UBER,Uber,Industrials,21.94440287738965,1.1725099105327055,0.9673853783675261,0.03211541685166346,0.007409615781481607,-0.04315817272246653,0.18949034526101288,1.3287555546334502,-0.512419081456089,BARRA_STYLE_V1,2025-12-05
LIN,Linde plc,Materials,35.44059039724046,0.9650828011417671,0.314760134584657,0.05726439789329116,-0.5030834562075657,-0.05289393779605762,0.34358363927048313,0.9000399762133415,0.30417164933936347,BARRA_STYLE_V1,2025-12-05
DIS,Walt Disney Company (The),Communication Services,43.20549573756248,0.5822831416648939,0.45928889760918856,0.9013304755877168,-1.0508521640549011,0.8154615688118156,-0.19024621777538867,-0.0348405814414559,0.32020628425005054,BARRA_STYLE_V1,2025-12-05
QCOM,Qualcomm,Information Technology,16.403575349153055,1.3166633806395924,0.037813878085610236,0.8124195223274208,-0.4262711215295127,0.0686627879276145,-0.2175258661909536,0.7665019753634698,-0.6719844908850582,BARRA_STYLE_V1,2025-12-05
INTU,Intuit,Information Technology,24.589561658761877,1.8,0.12680590484757437,0.6514732445334802,0.036440766485437356,0.7044607801358614,0.7201608864007456,0.6063687571312149,-0.49365533774439857,BARRA_STYLE_V1,2025-12-05
AMGN,Amgen,Health Care,28.14530149999066,0.8454975170932925,0.6648721597903671,1.257219318308671,0.5309623927440406,1.0014536700633334,-0.787702342910858,-0.31260551452456964,-0.0968736504307269,BARRA_STYLE_V1,2025-12-05
T,AT&T,Communication Services,41.97781076774069,0.9032924347464273,0.5285694803385727,0.4120492283313157,-0.42775960228817717,-0.10210968391205463,-0.12355889683382007,-0.36246660070106757,0.011788122215255594,BARRA_STYLE_V1,2025-12-05
NOW,ServiceNow,Information Technology,43.8678433982747,0.5,0.3477259771763562,0.55417754175632,0.5050812267635774,0.17597768296750782,0.07115092306590282,0.33433831267565856,0.025964938652265686,BARRA_STYLE_V1,2025-12-05
VZ,Verizon,Communication Services,28.323457394889967,1.4054508710368363,0.1798873780702949,0.40238526094688304,-0.6053414929034385,0.4900020922831897,0.30301091500712046,0.13003031905641105,-0.6796619033412196,BARRA_STYLE_V1,2025-12-05
NEE,NextEra Energy,Utilities,37.50085236426574,1.2735295968526008,0.20939440203838441,0.3204526568968934,-0.4597612330697251,0.38375001951125987,0.08488359120215935,-0.20100230816936018,0.020913885251743945,BARRA_STYLE_V1,2025-12-05
APH,Amphenol,Information Technology,30.94983071293449,0.5,0.12097940937847379,0.19719826209142083,0.7245783016982259,0.38024536646025064,-0.46099631923077955,0.3606132718743688,-0.3586853474352213,BARRA_STYLE_V1,2025-12-05
GEV,GE Vernova,Industrials,31.133488042241297,0.5,0.024831690401971335,-0.19842852245766027,0.02381050998124782,-0.6667369135888674,0.5838069740104271,-0.7212414627964734,-0.5831588132951647,BARRA_STYLE_V1,2025-12-05
SCHW,Charles Schwab Corporation,Financials,23.342985451990693,0.5,0.4482439221160774,-0.6233891239189323,-0.08681097264232168,-0.42420836408089957,0.0009537061384537731,0.0575007639262286,-0.00549802420568441,BARRA_STYLE_V1,2025-12-05
TJX,TJX Companies,Consumer Discretionary,21.508687375916384,1.1935507376118455,0.3712413298222862,-0.0653269844810566,0.11763999495391343,-0.2476335104705938,-0.8340013532456821,-0.619461826781378,-0.056496814843841045,BARRA_STYLE_V1,2025-12-05
ACN,Accenture,Information Technology,23.640160377721234,1.2234974258842246,0.4106908485323292,0.2828868498360317,-0.6032016253590229,0.6072104017343379,0.1045883253866971,-0.6029956717625314,0.40084661912798836,BARRA_STYLE_V1,2025-12-05
BLK,BlackRock,Financials,31.68984021771238,0.7229998166893635,0.1960954876714217,0.036130950486995037,-0.1654240642869112,-0.617687453563443,0.23763843561073197,-0.35338239482620326,-0.43048418363172775,BARRA_STYLE_V1,2025-12-05
TXN,Texas Instruments,Information Technology,15.87465558066267,1.1497780094148395,0.3221509458870767,-0.532667847059628,0.0013305790632757914,0.7616133535894196,0.9803719766990573,0.18164363817199425,0.11758521848929028,BARRA_STYLE_V1,2025-12-05
BKNG,Booking Holdings,Consumer Discretionary,42.21746833069217,1.0476631362973456,0.1846143978656171,-0.08294152499168914,0.6156904680897162,0.3899170570393415,0.20437567443514604,-0.3376185044423153,-0.7843375942142953,BARRA_STYLE_V1,2025-12-05
ANET,Arista Networks,Information Technology,19.688511286493288,0.8898190879437344,0.1255615383063827,-0.10900140429156897,-0.8352085696507006,0.577115112361387,-0.741012786007561,-0.6090543039751909,-0.1374278386062618,BARRA_STYLE_V1,2025-12-05
DHR,Danaher Corporation,Health Care,21.602660306141598,1.29105904800559,0.6044356380888791,-0.031177320984390043,0.8814951576878853,-0.4647665386224994,-0.7234506454041782,0.23862460133847332,0.23183891749782773,BARRA_STYLE_V1,2025-12-05
KLAC,KLA Corporation,Information Technology,30.54828529342939,0.6385193196315884,0.2953246102285926,0.2454576744633296,-0.06232386916252154,0.03615118134506511,0.6293547290991336,0.746373522220518,0.2740106135595655,BARRA_STYLE_V1,2025-12-05
BA,Boeing,Industrials,36.303442990118384,1.3442617640781684,0.3803581611484083,0.35312901845515116,-0.5552781244835046,0.14947139306565813,-0.40140150667456964,0.3194252171010062,0.27741689798432123,BARRA_STYLE_V1,2025-12-05
GILD,Gilead Sciences,Health Care,17.871871642331918,0.7814435337956942,0.44601809626260047,-0.25002572548727625,-0.6458173580671956,0.12748350101134678,-0.7747905320725799,0.9008993622968231,0.4021878986251662,BARRA_STYLE_V1,2025-12-05
SPGI,S&P Global,Financials,24.530840926414864,1.5344610045901135,0.3138398696417561,0.49056059400625696,0.1365746585021031,0.14782870042335874,0.5002554338792162,0.7045891968012941,-0.22289491692623012,BARRA_STYLE_V1,2025-12-05
PFE,Pfizer,Health Care,44.060238167230715,0.6984081929555601,0.3351582412001822,0.5658190598341561,-0.6736047400342628,-0.1382632401975558,-0.23786790610733533,-0.24371410625496776,0.2478627192114821,BARRA_STYLE_V1,2025-12-05
COF,Capital One,Financials,22.870289003428372,0.8945283764199619,0.06970665700440987,0.1601509665242727,-0.2800617725465494,0.06760354053182971,0.47350698207980385,0.3160799096820552,0.9343723812708109,BARRA_STYLE_V1,2025-12-05
BSX,Boston Scientific,Health Care,24.391504351894405,1.017576141262706,0.1163206095915934,0.3323751359765341,-0.12495153043889914,0.5167819775325935,-0.45735975266470574,-0.045815396777578475,-0.23356632480291456,BARRA_STYLE_V1,2025-12-05
UNP,Union Pacific Corporation,Industrials,40.094954718541004,1.015695564346745,0.10598066425322114,0.49211572123097436,0.5718378697024129,-0.5832561542204451,0.7369061668329401,0.5310498905990295,0.6900990079490159,BARRA_STYLE_V1,2025-12-05
WELL,Welltower,Real Estate,16.50643295071366,1.1472485501854286,0.4166352986430175,-0.5488223247897357,0.5092267296319868,0.7735250594527017,0.4360318534666379,-0.04590577863178539,0.438236477770851,BARRA_STYLE_V1,2025-12-05
SYK,Stryker Corporation,Health Care,28.938395064269123,0.6142952745259969,0.3097217458433235,0.527365667490898,-0.3214961950594796,0.49094947818422374,-0.3613426833006735,-0.3943482546046333,-0.1331617161714238,BARRA_STYLE_V1,2025-12-05
LOW,Lowe's,Consumer Discretionary,26.388502933550107,0.9888062775260095,0.12522765503995958,-0.3950304362989766,-0.10634158511046098,-0.4826009463416666,-0.8301952334473205,0.686702971175127,-0.09143775058880509,BARRA_STYLE_V1,2025-12-05
ADBE,Adobe Inc.,Information Technology,24.497602797259535,1.0414395119208162,0.42045373612011855,-0.3463508183141893,-0.7976924500878728,0.1919180217276608,1.1525819293770707,0.15889777536168473,0.05920117983360971,BARRA_STYLE_V1,2025-12-05
PANW,Palo Alto Networks,Information Technology,23.570987821342936,0.841678532791562,0.4131252599838984,0.09814458390738051,-1.01954775662186,0.4507493880790223,-0.10510385099657316,-0.3317648356546157,0.41008249701580024,BARRA_STYLE_V1,2025-12-05
ADI,Analog Devices,Information Technology,17.741223145812278,1.1212175852378252,0.16544076953320422,-1.0720200628373346,-0.6145262237963098,-0.6176466619428419,-0.3813658235378586,-0.24936315003691162,0.20131731576675663,BARRA_STYLE_V1,2025-12-05
PGR,Progressive Corporation,Financials,24.444774880549467,0.5960890259536658,0.2988684588672224,0.08781015411288016,0.5615486806629052,0.02098921668830045,0.6931541344147495,-0.33496032221924205,-0.23749879860909126,BARRA_STYLE_V1,2025-12-05
ETN,Eaton Corporation,Industrials,16.291572081470058,0.9020638332847949,0.4231663059321512,0.49089047347790127,0.39004036111073,-0.03925765041750309,0.4728799267062202,-0.5008737163548581,-1.041026500881064,BARRA_STYLE_V1,2025-12-05
MDT,Medtronic,Health Care,38.42891590933306,0.7740447626789002,0.1420669000961711,-0.8229619232230083,0.191718131298307,-0.3227902712534473,0.59139827165629,-0.23875767112177537,0.3360869794594095,BARRA_STYLE_V1,2025-12-05
DE,Deere & Company,Industrials,26.94683381874035,0.9029707211352943,0.4269833238992459,0.5445046622732256,-0.7288122433102885,0.04617841838200659,-0.049254138758865584,0.18651060686560325,-0.9662488625218462,BARRA_STYLE_V1,2025-12-05
CRWD,CrowdStrike,Information Technology,28.31711496959735,1.434110637976361,0.3739426917527681,-0.3493938092637275,-0.35582978869557275,-0.3001432879813951,0.9405273451618121,0.03203033509308996,-0.6829898534750477,BARRA_STYLE_V1,2025-12-05
HOOD,"Robinhood Markets, Inc.",Financials,41.80783759350395,1.43993671784722,0.12365606265373688,0.10343089024640038,-0.4289105140893108,0.6871535344853685,-0.6553090902756809,-0.21910846819107954,-0.2012385973508396,BARRA_STYLE_V1,2025-12-05
HON,Honeywell,Industrials,34.74164951583663,1.381124938174366,0.36745535075356256,-0.276787253502731,-0.08299918531028118,-0.31332216066370505,-0.27602476077876065,0.747753734398612,-0.6070392998345199,BARRA_STYLE_V1,2025-12-05
PLD,Prologis,Real Estate,15.241773100263593,0.8613228159757446,0.40688437996263316,0.28645924206452295,-0.11452677831605791,0.39598947000657914,0.1949393778574418,-1.0053167369398195,0.15876421390174572,BARRA_STYLE_V1,2025-12-05
BX,Blackstone Inc.,Financials,43.29524468883855,1.272285483040062,0.20855443740369245,0.5124737780818818,-0.5009784283479143,-0.8276931938100822,0.5840556721185566,0.15306795757785532,-0.1480940998086314,BARRA_STYLE_V1,2025-12-05
VRTX,Vertex Pharmaceuticals,Health Care,22.114333979331334,1.0337086380777412,0.2242979326582104,0.3235051821912488,0.1746084039492717,-0.08090490192498062,0.33057951026241483,-0.07137962740879682,0.39261549021122777,BARRA_STYLE_V1,2025-12-05
CB,Chubb Limited,Financials,18.228425542795765,1.0136769110509025,0.13207067644521428,-0.001990574746850043,0.11447319010211945,0.006155578675679426,-0.041432867923395525,-0.4850906148982402,-0.803858766610337,BARRA_STYLE_V1,2025-12-05
CEG,Constellation Energy,Utilities,38.04384535142647,0.9767915957142492,0.24395486880667344,-0.23792766829671258,-0.36441154954647326,-0.09714552530776531,-0.23757393361973966,0.18222717289385884,-0.3309488580933991,BARRA_STYLE_V1,2025-12-05
COP,ConocoPhillips,Energy,30.014319476001546,1.5275253572137375,0.3313382605440227,-0.03465101468555654,0.15213919581626562,-0.1981591485976955,0.5867554291796774,-0.10987410618057747,0.002099688664614536,BARRA_STYLE_V1,2025-12-05
SYN001,Synthetic Company 1,Consumer Staples,28.013116980540527,1.409751581666939,0.378161469389407,0.3279857324798209,0.5621426841652604,-0.3337575126725612,0.3821980066385152,0.6235367331069468,0.021364065252977977,BARRA_STYLE_V1,2025-12-05
SYN002,Synthetic Company 2,Communication Services,22.48509239048225,1.2234689255341293,0.27563743744483526,0.3451331995864594,0.7140303885616229,0.3772703900074515,-0.43726189634553214,0.4340326212057332,0.3470182027383609,BARRA_STYLE_V1,2025-12-05
SYN003,Synthetic Company 3,Materials,31.424144695869558,0.948909710346812,0.4044948455594471,0.2754132910880612,0.2453310783049295,0.49972892754769,-0.45213469903151354,0.9530653681869928,-0.45729429019677204,BARRA_STYLE_V1,2025-12-05
SYN004,Synthetic Company 4,Industrials,23.231538156077626,1.0118682274763686,0.4009784770443781,-0.6412887707785222,0.23063397170467798,-0.04108044292832513,-0.27274407721975763,-0.24165896525699623,-0.23400514250149967,BARRA_STYLE_V1,2025-12-05
SYN005,Synthetic Company 5,Industrials,42.04749015861203,1.1591699813613203,0.8014413151836681,-0.011511229217705008,-0.12006945701215568,-0.5483187540108199,-0.3368809328096874,0.6982772448737578,0.25367483044018485,BARRA_STYLE_V1,2025-12-05
SYN006,Synthetic Company 6,Real Estate,21.456134391995782,0.8435173264437933,0.8162527970153846,-0.3167144820985759,0.5148564477675796,0.8969746656934139,0.5149204562732339,-0.5829273840077106,-1.0992803696785054,BARRA_STYLE_V1,2025-12-05
SYN007,Synthetic Company 7,Materials,41.5306545136726,1.2814947147893512,0.749824329644321,0.3324645099529139,-0.5351757256698936,-0.43989871645394035,0.2178661611090088,-0.055318249637789536,0.19246762594614633,BARRA_STYLE_V1,2025-12-05
SYN008,Synthetic Company 8,Financials,31.78216277182071,0.723626466567128,0.4108465177695776,-0.38248587668929834,0.4569250717040824,-0.7297111292415737,0.278893620201549,-0.23262352631713568,0.38197430784746117,BARRA_STYLE_V1,2025-12-05
SYN009,Synthetic Company 9,Financials,39.85464401685723,1.1175531063992217,0.5693581249031133,0.2260268790421124,-0.1438023670904014,-1.006310958259885,0.09583481839838803,0.30122270645470445,-0.6668303613391199,BARRA_STYLE_V1,2025-12-05
SYN010,Synthetic Company 10,Consumer Staples,36.38537987582865,0.5,0.0027088801936929197,-0.14109388040726487,0.7454684136008648,0.04972594845633023,0.11938535766867722,0.2891378991217761,-0.15751147414250646,BARRA_STYLE_V1,2025-12-05
SYN011,Synthetic Company 11,Health Care,35.900853343102455,0.8348144420193611,0.690739774122299,-0.9395480916328707,0.2941032035200372,-0.1087081927576182,-0.7909087076701556,-0.45030979661398574,0.7463299082535736,BARRA_STYLE_V1,2025-12-05
SYN012,Synthetic Company 12,Consumer Discretionary,24.730374230851673,1.623303139875833,0.6959992858555961,0.46547964294399874,-0.033933115536550165,0.5154783245731697,0.3970918288423843,0.32909608699220827,0.3299141488655739,BARRA_STYLE_V1,2025-12-05
SYN013,Synthetic Company 13,Energy,22.016907944166103,1.3108574483175732,0.570245732249905,-0.012643610931978874,-0.11824382445213671,0.3055422817227736,-0.2817407402957214,-0.190244541421946,0.22348613648543314,BARRA_STYLE_V1,2025-12-05
SYN014,Synthetic Company 14,Health Care,21.326586830423643,1.460640534980357,0.5750783740261496,0.6379886478828458,0.2628064272242185,0.14510061229251892,-0.016577666524996437,-0.408398679975847,0.4954796575622432,BARRA_STYLE_V1,2025-12-05
